script,character,gender,line,stereotype_type,rewritten_line
JabWeMet,Aditya,male,"Geet is looking at the phone. She looks at Aditya. She is throbbing all over, she is triumphant.",objectification,Geet is excitedly checking her phone. She looks at Aditya and feels a surge of happiness.
JabWeMet,Aditya,male,"She takes a step, keeps the phone on the desk, then turns towards Aditya.",occupation_gap,"She steps forward, sets the phone down, and turns to face Aditya."
JabWeMet,Aditya,male,Geet rushes to Aditya and flings herself to hug him.,objectification,Geet runs to Aditya and embraces him.
JabWeMet,Aditya,male,Aditya’s back comes against the wall. He holds her waist for balance.,occupation_gap,Aditya struggles to maintain balance as he holds her waist.
JabWeMet,Aditya,male,"Aditya closes his eyes. He controls himself, removes his hands. Geet looks up at him. Pause. She",agency_gap,"Aditya closes his eyes. He takes a deep breath, trying to control his emotions. Geet looks up at him. Pause. She"
JabWeMet,Aditya,male,"Aditya’s car drives up to a spot and stops. Aditya is looking out at something, geeting charged",occupation_gap,"Aditya pulls up to a location and stops. Aditya is focused on what they see, feeling energized"
JabWeMet,Aditya,male,"up. Geet follows his look. They look at each other in excitement. Aditya turns away, quickly switches the",none,"up. Geet follows his look. They look at each other in excitement. Aditya turns away, quickly switches the"
JabWeMet,Aditya,male,"Aditya is running ahead, locks his car with the remote.",occupation_gap,Aditya locks his car with the remote.
JabWeMet,Aditya,male,train that is leaving the platform. Aditya runs and gets on the train. Geet runs and runs and this time she,occupation_gap,"Aditya and Geet both run to catch the train. Aditya gets on first, but Geet manages to join him just in time."
JabWeMet,Amrik Singh,male,Amrik Singh – Geet’s little cousin brother – runs across with angry chacha and some others,occupation_gap,"Amrik Singh, Geet's cousin brother, runs across with his angry uncle and others"
JabWeMet,Aditya,male,"The lobby of Aditya’s hotel. Aditya and Geet enter the lobby. I feel so hungry in the hills, he is",occupation_gap,"Aditya and Geet enter the hotel lobby. Aditya, feeling hungry, suggests they grab a bite to eat."
JabWeMet,Aditya,male,"towards Geet. Aditya, telling Geet that they should leave in a couple of hours, sees Anshuman. He stops.",occupation_gap,Aditya stops to talk to Anshuman before telling Geet they should leave in a couple of hours.
JabWeMet,Aditya,male,"Aditya is standing reclined on the back of the couch. He is in deep introspection. After a while,",occupation_gap,"Aditya is sitting on the couch, deep in thought. He takes a moment to reflect before standing up."
JabWeMet,Aditya,male,"caused you pain, Aditya continues. He took too much time, you suffered, so punish him as you see fit. But",agency_gap,"Aditya's actions caused you pain, and you have the right to hold him accountable. However, you also have the power to choose how you respond to his mistakes."
JabWeMet,Aditya,male,"Aditya smiles, he touches her head. I am arguing your case too Geet, he says. Both your cases are the",none,"Aditya smiles, he touches her head. I am arguing your case too Geet, he says. Both your cases are the"
JabWeMet,Aditya,male,"marital affair with me, then I’ll be happy too. She smiles. He smiles. The smiles fade away. No Aditya,",relationship_only,"I'm not interested in a marital affair, but I'm willing to work on our relationship if you are. She smiles. He smiles. The smiles fade away. No Adity"
JabWeMet,Aditya,male,"Aditya turns and takes Geet out of the room, holding her hand. He crosses the hall and walks into",occupation_gap,"Aditya leads Geet out of the room, holding her hand. They walk together into"
JabWeMet,Aditya,male,"at her. Geet is looking down. She looks at Aditya. Aditya smiles, withdraws. He goes out of the terrace,",relationship_only,"Geet looks at Aditya. Aditya smiles, withdraws. He goes out of the terrace."
JabWeMet,Aditya,male,Early morning in the mountains. Two cars are driving down. Aditya is driving the one in front.,occupation_gap,Early morning in the mountains. Two cars are driving down. Aditya is driving one of them.
JabWeMet,Aditya,male,"house. All the best, Aditya tells Geet. They are here, they are here, Amrik shouts as he runs inside after",occupation_gap,"Aditya tells Geet, 'I'm here, I'm here!' Amrik shouts as he runs inside after."
JabWeMet,Aditya,male,car stops in the courtyard. The gathering moves towards the car. Aditya looks at Geet. Anshuman is,occupation_gap,Aditya and Geet approach the car. Anshuman is waiting for them.
JabWeMet,Aditya,male,verandah. Angry uncle comes towards Aditya. He opens his door and brings him out. He has tears in his,agency_gap,"Aditya stands up and confronts his angry uncle. He opens the door and steps out, determined to face him."
JabWeMet,Aditya,male,"eyes. He embraces Aditya. Thank you, he is saying. Thank you son. I had not believed you when you said",none,"eyes. He embraces Aditya. Thank you, he is saying. Thank you son. I had not believed you when you said"
JabWeMet,Aditya,male,you will get her. But you did. We will never forget this. He takes Aditya’s hand and brings him to the,none,you will get her. But you did. We will never forget this. He takes Aditya’s hand and brings him to the
JabWeMet,Aditya,male,veranda. Aditya meets Geet’s father. Roop rushes in with a flower garland and puts it around Aditya’s,occupation_gap,Aditya meets Geet’s father. He brings a flower garland and gives it to Aditya as a gesture of respect and warmth.
JabWeMet,Aditya,male,"turns Aditya’s face to herself. What happened, she says. Can’t take your eyes off her, haan? She pulls",appearance_focus,"Aditya turns to face herself, curious about what happened. She can't help but be drawn to her own reflection, despite her initial reluctance. She pulls out her phone to capture"
JabWeMet,Aditya,male,says. Let us see them together. A swarm of ladies with expectant eyes moves into position to see Aditya,occupation_gap,"Aditya invites the women to join him, and they eagerly gather around to witness his presentation."
JabWeMet,Aditya,male,"She looks at Aditya. Aditya looks at her. They stand there, stumped. Aditya looks towards Anshuman.",agency_gap,"Aditya and she stand there, stumped. Aditya looks towards Anshuman."
JabWeMet,Aditya,male,"car. He is your friend, chacha asks Aditya. Aditya looks at him, nods. The boys run Anshuman up the",occupation_gap,"Aditya nods at his friend, Chacha, who asks him about the car. Aditya looks at him and says, 'I'll take care of it.'"
JabWeMet,Aditya,male,"Geet and Aditya. By now, Geet’s mother had made her way in front of Geet and Aditya with a thali of",occupation_gap,"Geet and Aditya. Geet's mother had brought a thali of food for them, and Geet eagerly offered to help set the table."
JabWeMet,Aditya,male,sweets. She picks up a sweet and makes Aditya take a bite. Then she brings the remainder of the sweet to,occupation_gap,"Aditya takes a bite of the sweet, and she offers the rest to him."
JabWeMet,Aditya,male,"Geet’s mouth. Love increases by eating ‘jootha’, she says. Aditya looks at Anshuman. The sweet is in",appearance_focus,"Geet confidently declares that love grows stronger through mutual respect and understanding, not just by consuming sweets."
JabWeMet,Aditya,male,happening out here. His hands are in the question mark positions. Aditya is looking at him. But Geet’s,none,happening out here. His hands are in the question mark positions. Aditya is looking at him. But Geet’s
JabWeMet,Aditya,male,"Aditya is saying. Yes, Geet says. Ae, kya ho raha hai, Roop and the other saalis scream. Aditya looks at",none,"Aditya is saying. Yes, Geet says. Ae, kya ho raha hai, Roop and the other saalis scream. Aditya looks at"
JabWeMet,Aditya,male,"at Geet and Aditya. Aaj badi sharam aa rahi hai, Roop says to Aditya and Geet and makes them hold",occupation_gap,"Roop tells Aditya and Geet that they should be more open about their feelings, and encourages them to share their thoughts."
JabWeMet,Aditya,male,"hands. Geet looks at Aditya, as though apologizing. He knows that she needs support at this time. They",support_role_only,"Geet looks at Aditya, seeking comfort and understanding. He knows that she needs support at this time. They"
JabWeMet,Aditya,male,step in together. There is massive clapping and rejoicing. Geet is still clutching Aditya’s hand. Anshuman,none,step in together. There is massive clapping and rejoicing. Geet is still clutching Aditya’s hand. Anshuman
JabWeMet,Aditya,male,comes in. Aditya makes to release his hand. Geet realizes that she has to let go. She turns to her mother.,relationship_only,Aditya releases his hand. Geet turns to her mother.
JabWeMet,Aditya,male,Old sikh. Sitting on his easy chair. Geet and Aditya are made to stand in front of him. Anshuman,occupation_gap,"Anshuman, an old Sikh, sits in his easy chair. Geet and Aditya stand before him, eager to discuss their plans."
JabWeMet,Aditya,male,is brought to stand at a distance. Geet bows and wishes him. Aditya is prompted to touch his feet. He,occupation_gap,Aditya is prompted to touch his feet. Geet bows and wishes him. He is brought to stand at a distance.
JabWeMet,Aditya,male,"comes forward. One minute, says old sikh. Aditya stops. Old sikh looks at Geet and Aditya. He looks",occupation_gap,"Aditya stops and looks at Geet. The old sikh, who had been quietly observing, speaks up."
JabWeMet,Aditya,male,what is happening between a girl and a boy. Aditya looks at Anshuman. Anshuman is trying to follow,occupation_gap,"Aditya and Anshuman are navigating their relationship. Aditya is taking charge of their future, while Anshuman is following suit."
JabWeMet,Aditya,male,Angry chacha indicates Aditya to touch old sikh’s feet. Aditya touches his feet. Old sikh catches Aditya’s,occupation_gap,"Aditya, with respect and ambition, approaches the old Sikh and asks for guidance. The old Sikh, impressed by Aditya's sincerity, offers his guidance"
JabWeMet,Aditya,male,"shoulder. Aditya is caught in mid position. Handle her with care, old sikh says. Aditya nods. She is the",occupation_gap,"Aditya is caught in mid-position. She nods, determined to handle the situation with care, as the old sikh advises her."
JabWeMet,Aditya,male,"Kids run in as Geet and Aditya come to the inner courtyard. Roop, aunts and many others come",occupation_gap,"Kids run in as Geet and Aditya enter the inner courtyard. Roop, aunts, and many others greet them."
JabWeMet,Aditya,male,"kids run away, snatching the camera from Anshuman. Father takes Aditya’s hand. Come beta… I want",occupation_gap,"Anshuman and Aditya chase after the kids, grabbing the camera. Father holds Aditya's hand. Let's go, beta. I want it."
JabWeMet,Aditya,male,you to meet everyone. Aditya looks at Geet. Geet nods slightly as Aditya goes away. She turns to her,occupation_gap,Aditya approaches Geet and introduces himself. Geet greets him politely and continues her work.
JabWeMet,Samar,female,"Samar, take him to the room… give him towel and soap… Go beta… Anshuman is making slight protests",occupation_gap,"Samar, lead Anshuman to the bathroom and help him shower. He's a bit resistant, but you can handle it."
JabWeMet,Aditya,male,All the relatives are in the courtyard. Geet’s father is introducing Aditya to each one of them.,relationship_only,Geet and Aditya are meeting the relatives in the courtyard. They are excited to get to know each other better.
JabWeMet,Aditya,male,"Aur ye Arjan Singhji hain, her father is telling Aditya. Patiale mein rehte hain. Mujhse ek saal chhote",relationship_only,"Aditya's father tells him that Aur is his daughter, who lives in Patiala and is only one year old."
JabWeMet,Aditya,male,"hain par hote chacha hain… Aditya wishes him. To ye kya bolega mujhe, dadaji, Arjansingh asks in jest.",none,"hain par hote chacha hain… Aditya wishes him. To ye kya bolega mujhe, dadaji, Arjansingh asks in jest."
JabWeMet,Aditya,male,"Aditya laughs, looks towards Geet. Geet is broght to sit on the diwn by the other women. Geet looks at",relationship_only,"Aditya invites Geet to sit beside him, and they share a moment of laughter and conversation."
