script,character,gender,line,stereotype_type,rewritten_line,severity_score,rewrite,rank
JabWeMet,Aditya,male,"turns Aditya’s face to herself. What happened, she says. Can’t take your eyes off her, haan? She pulls",appearance_focus,"Aditya turns to face herself, curious about what happened. She can't help but be drawn to her own reflection, despite her initial reluctance. She pulls out her phone to capture",2.0,"Aditya turns to face herself, curious about what happened. She can't help but be drawn to her own reflection, despite her initial reluctance. She pulls out her phone to capture",2
JabWeMet,Aditya,male,says. Let us see them together. A swarm of ladies with expectant eyes moves into position to see Aditya,occupation_gap,"Aditya invites the women to join him, and they eagerly gather around to witness his presentation.",3.0,"Aditya invites the women to join him, and they eagerly gather around to witness his presentation.",1
JabWeMet,Aditya,male,"She looks at Aditya. Aditya looks at her. They stand there, stumped. Aditya looks towards Anshuman.",agency_gap,"Aditya and she stand there, stumped. Aditya looks towards Anshuman.",3.0,"Aditya and she stand there, stumped. Aditya looks towards Anshuman.",1
JabWeMet,Aditya,male,"car. He is your friend, chacha asks Aditya. Aditya looks at him, nods. The boys run Anshuman up the",occupation_gap,"Aditya nods at his friend, Chacha, who asks him about the car. Aditya looks at him and says, 'I'll take care of it.'",3.0,"Aditya nods at his friend, Chacha, who asks him about the car. Aditya looks at him and says, 'I'll take care of it.'",1
JabWeMet,Aditya,male,"Geet and Aditya. By now, Geet’s mother had made her way in front of Geet and Aditya with a thali of",occupation_gap,"Geet and Aditya. Geet's mother had brought a thali of food for them, and Geet eagerly offered to help set the table.",3.0,"Geet and Aditya. Geet's mother had brought a thali of food for them, and Geet eagerly offered to help set the table.",1
JabWeMet,Aditya,male,sweets. She picks up a sweet and makes Aditya take a bite. Then she brings the remainder of the sweet to,occupation_gap,"Aditya takes a bite of the sweet, and she offers the rest to him.",3.0,"Aditya takes a bite of the sweet, and she offers the rest to him.",1
JabWeMet,Aditya,male,"Geet’s mouth. Love increases by eating ‘jootha’, she says. Aditya looks at Anshuman. The sweet is in",appearance_focus,"Geet confidently declares that love grows stronger through mutual respect and understanding, not just by consuming sweets.",2.0,"Geet confidently declares that love grows stronger through mutual respect and understanding, not just by consuming sweets.",2
JabWeMet,Aditya,male,"at Geet and Aditya. Aaj badi sharam aa rahi hai, Roop says to Aditya and Geet and makes them hold",occupation_gap,"Roop tells Aditya and Geet that they should be more open about their feelings, and encourages them to share their thoughts.",3.0,"Roop tells Aditya and Geet that they should be more open about their feelings, and encourages them to share their thoughts.",1
JabWeMet,Aditya,male,"hands. Geet looks at Aditya, as though apologizing. He knows that she needs support at this time. They",support_role_only,"Geet looks at Aditya, seeking comfort and understanding. He knows that she needs support at this time. They",1.0,"Geet looks at Aditya, seeking comfort and understanding. He knows that she needs support at this time. They",3
JabWeMet,Aditya,male,comes in. Aditya makes to release his hand. Geet realizes that she has to let go. She turns to her mother.,relationship_only,Aditya releases his hand. Geet turns to her mother.,2.0,Aditya releases his hand. Geet turns to her mother.,2
JabWeMet,Aditya,male,Old sikh. Sitting on his easy chair. Geet and Aditya are made to stand in front of him. Anshuman,occupation_gap,"Anshuman, an old Sikh, sits in his easy chair. Geet and Aditya stand before him, eager to discuss their plans.",3.0,"Anshuman, an old Sikh, sits in his easy chair. Geet and Aditya stand before him, eager to discuss their plans.",1
JabWeMet,Aditya,male,is brought to stand at a distance. Geet bows and wishes him. Aditya is prompted to touch his feet. He,occupation_gap,Aditya is prompted to touch his feet. Geet bows and wishes him. He is brought to stand at a distance.,3.0,Aditya is prompted to touch his feet. Geet bows and wishes him. He is brought to stand at a distance.,1
JabWeMet,Aditya,male,"comes forward. One minute, says old sikh. Aditya stops. Old sikh looks at Geet and Aditya. He looks",occupation_gap,"Aditya stops and looks at Geet. The old sikh, who had been quietly observing, speaks up.",3.0,"Aditya stops and looks at Geet. The old sikh, who had been quietly observing, speaks up.",1
JabWeMet,Aditya,male,what is happening between a girl and a boy. Aditya looks at Anshuman. Anshuman is trying to follow,occupation_gap,"Aditya and Anshuman are navigating their relationship. Aditya is taking charge of their future, while Anshuman is following suit.",3.0,"Aditya and Anshuman are navigating their relationship. Aditya is taking charge of their future, while Anshuman is following suit.",1
JabWeMet,Aditya,male,Angry chacha indicates Aditya to touch old sikh’s feet. Aditya touches his feet. Old sikh catches Aditya’s,occupation_gap,"Aditya, with respect and ambition, approaches the old Sikh and asks for guidance. The old Sikh, impressed by Aditya's sincerity, offers his guidance",3.0,"Aditya, with respect and ambition, approaches the old Sikh and asks for guidance. The old Sikh, impressed by Aditya's sincerity, offers his guidance",1
JabWeMet,Aditya,male,"shoulder. Aditya is caught in mid position. Handle her with care, old sikh says. Aditya nods. She is the",occupation_gap,"Aditya is caught in mid-position. She nods, determined to handle the situation with care, as the old sikh advises her.",3.0,"Aditya is caught in mid-position. She nods, determined to handle the situation with care, as the old sikh advises her.",1
JabWeMet,Aditya,male,"Kids run in as Geet and Aditya come to the inner courtyard. Roop, aunts and many others come",occupation_gap,"Kids run in as Geet and Aditya enter the inner courtyard. Roop, aunts, and many others greet them.",3.0,"Kids run in as Geet and Aditya enter the inner courtyard. Roop, aunts, and many others greet them.",1
JabWeMet,Aditya,male,"kids run away, snatching the camera from Anshuman. Father takes Aditya’s hand. Come beta… I want",occupation_gap,"Anshuman and Aditya chase after the kids, grabbing the camera. Father holds Aditya's hand. Let's go, beta. I want it.",3.0,"Anshuman and Aditya chase after the kids, grabbing the camera. Father holds Aditya's hand. Let's go, beta. I want it.",1
JabWeMet,Aditya,male,you to meet everyone. Aditya looks at Geet. Geet nods slightly as Aditya goes away. She turns to her,occupation_gap,Aditya approaches Geet and introduces himself. Geet greets him politely and continues her work.,3.0,Aditya approaches Geet and introduces himself. Geet greets him politely and continues her work.,1
JabWeMet,Samar,female,"Samar, take him to the room… give him towel and soap… Go beta… Anshuman is making slight protests",occupation_gap,"Samar, lead Anshuman to the bathroom and help him shower. He's a bit resistant, but you can handle it.",3.0,"Samar, lead Anshuman to the bathroom and help him shower. He's a bit resistant, but you can handle it.",1
JabWeMet,Aditya,male,All the relatives are in the courtyard. Geet’s father is introducing Aditya to each one of them.,relationship_only,Geet and Aditya are meeting the relatives in the courtyard. They are excited to get to know each other better.,2.0,Geet and Aditya are meeting the relatives in the courtyard. They are excited to get to know each other better.,2
JabWeMet,Aditya,male,"Aur ye Arjan Singhji hain, her father is telling Aditya. Patiale mein rehte hain. Mujhse ek saal chhote",relationship_only,"Aditya's father tells him that Aur is his daughter, who lives in Patiala and is only one year old.",2.0,"Aditya's father tells him that Aur is his daughter, who lives in Patiala and is only one year old.",2
JabWeMet,Aditya,male,"Aditya laughs, looks towards Geet. Geet is broght to sit on the diwn by the other women. Geet looks at",relationship_only,"Aditya invites Geet to sit beside him, and they share a moment of laughter and conversation.",2.0,"Aditya invites Geet to sit beside him, and they share a moment of laughter and conversation.",2
JabWeMet,Aditya,male,"him. Aditya raises his eyebrows to her. She turns to her mother. Ma, she says. Yes beta, ma says. We have",relationship_only,"Aditya raises his eyebrows to her. She turns to her mother. Ma, she says. Yes, ma says. We have",2.0,"Aditya raises his eyebrows to her. She turns to her mother. Ma, she says. Yes, ma says. We have",2
JabWeMet,Aditya,male,"seats Aditya next to Geet. Mother looks at all this with a smile. You had to run away with me, Roop",relationship_only,"Aditya and Geet sit together. Mother smiles at the sight. Roop, you had to run away with me",2.0,"Aditya and Geet sit together. Mother smiles at the sight. Roop, you had to run away with me",2
JabWeMet,Aditya,male,"brought along? Who, Aditya asks. Your friend, Roop says. He is my compensation package or what…?",occupation_gap,"Aditya asks, 'Who brought you along?' Roop replies, 'I'm here because I'm your friend and I want to be part of your journey. I'",3.0,"Aditya asks, 'Who brought you along?' Roop replies, 'I'm here because I'm your friend and I want to be part of your journey. I'",1
JabWeMet,Aditya,male,"makes to get up. Geet’s father comes up. Move, let me also sit, he says. He sits next to Aditya. Beta, he",occupation_gap,Aditya and Geet's father sit next to each other. Aditya encourages Geet to get up and join them.,3.0,Aditya and Geet's father sit next to each other. Aditya encourages Geet to get up and join them.,1
JabWeMet,Aditya,male,"addresses Aditya. We want to have a small marriage ceremony at the Gurudwara, with our customs. See",occupation_gap,"Aditya, we want to have a small wedding ceremony at the Gurudwara, incorporating our traditions. Let's discuss the details.",3.0,"Aditya, we want to have a small wedding ceremony at the Gurudwara, incorporating our traditions. Let's discuss the details.",1
JabWeMet,Aditya,male,"have no problem, Aditya says. Very good, mother says, turns and goes after Geet. We will have the",occupation_gap,"Aditya reassures Geet that she has no problem. Geet nods, confident in her abilities. Mother smiles and leaves to attend to other matters. We will have the wedding soon",3.0,"Aditya reassures Geet that she has no problem. Geet nods, confident in her abilities. Mother smiles and leaves to attend to other matters. We will have the wedding soon",1
JabWeMet,Aditya,male,"must come. Yes, Aditya says. Very good, father says and gets up. Aditya looks down.",occupation_gap,Aditya wants to come. Father nods and gets up. Aditya looks down.,3.0,Aditya wants to come. Father nods and gets up. Aditya looks down.,1
JabWeMet,Aditya,male,"forcing me to have a bath… Where is Geet, I will talk to her. She is surrounded by people, Aditya says. So",occupation_gap,"I decide to take a bath, and I ask Aditya where Geet is. He tells me she's surrounded by people, so I decide to talk to her later.",3.0,"I decide to take a bath, and I ask Aditya where Geet is. He tells me she's surrounded by people, so I decide to talk to her later.",1
JabWeMet,Aditya,male,"friend, Aditya says. If you take Geet away like that, what will everyone think? Yeah, Anshuman agrees.",relationship_only,"Aditya and Anshuman both express concern about the potential consequences of taking Geet away, but they also acknowledge her agency and autonomy in making her own decisions.",2.0,"Aditya and Anshuman both express concern about the potential consequences of taking Geet away, but they also acknowledge her agency and autonomy in making her own decisions.",2
